ID,Session,MLTD,TotalTokens,MeanClauseLength,AvgDepLength,DepTypeEntropy,NominalDensity,NPComplexity,VPComplexity,MeanNPLength,PPDensity,Condition.x,Variety,Topic
40ad1503079141a9997c68ebe4f215de,3rd,117.277686,670,7.882352941,3.147104851,3.025098598,1.641791045,0.148148148,10.96842105,1.611111111,2.161290323,Phr,CAN,disagreement
40ad1503079141a9997c68ebe4f215de,1st,95.23189978,611,7.6375,3.238421955,3.062509755,1.800327332,0.16,11.19047619,1.526666667,1.785714286,Phr,CAN,stereotype
40ad1503079141a9997c68ebe4f215de,2nd,92.71732586,607,7.402439024,3.166666667,2.987710367,2.306425041,0.28358209,11.34444444,1.746268657,1.483870968,Phr,CAN,technology
13bce02173c74c648dccba2d2ddeedd3,2nd,109.7718707,569,7.486842105,3.003663004,3.047650147,1.054481547,0.237762238,12.83950617,1.664335664,2.782608696,Phr,US,technology
13bce02173c74c648dccba2d2ddeedd3,3rd,105.774573,554,7.102564103,3.018867925,3.094392027,3.249097473,0.213235294,11.74358974,1.639705882,2.291666667,Phr,US,disagreement
13bce02173c74c648dccba2d2ddeedd3,1st,76.82239493,569,7.38961039,2.93715342,3.100985247,1.405975395,0.214765101,11.6056338,1.570469799,2.035714286,Phr,US,stereotype
aac19a12c09945c0a368f0a3f12283d7,2nd,91.35951662,551,6.802469136,2.711538462,3.034325592,1.814882033,0.219178082,11.30379747,1.616438356,2,Phr,UK,stereotype
aac19a12c09945c0a368f0a3f12283d7,1st,84.74895314,706,6.921568627,2.739849624,3.04482958,1.841359773,0.277777778,10.31372549,1.7,1.731707317,Phr,UK,dream
aac19a12c09945c0a368f0a3f12283d7,3rd,74.63958461,552,6.9,2.90248566,2.958209722,2.173913043,0.352112676,10.84415584,1.612676056,1.793103448,Phr,UK,disagreement
984ca2e4da444ac39b3068a48fc3e398,2nd,98.256,579,7.72,2.824497258,3.043448159,1.208981002,0.243243243,11.87951807,1.608108108,1.8125,Phr,AUS,technology
984ca2e4da444ac39b3068a48fc3e398,1st,78.58544523,551,8.102941176,3.205323194,3.041460262,2.177858439,0.392592593,14.12,1.866666667,1.8,Phr,AUS,dream
984ca2e4da444ac39b3068a48fc3e398,3rd,76.6485307,582,6.76744186,2.965137615,3.019143783,1.374570447,0.196078431,9.617977528,1.54248366,1.27027027,Phr,AUS,disagreement
da04798cb2fa4f21857f113e56c42cc8,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,AUS,NA
da04798cb2fa4f21857f113e56c42cc8,2nd,118.2340116,559,8.734375,3.314917127,3.080312663,2.325581395,0.304964539,15.88157895,1.737588652,3.1875,Phr,AUS,stereotype
da04798cb2fa4f21857f113e56c42cc8,1st,85.8708589,541,7.955882353,3.034816248,3.029306203,2.218114603,0.292307692,12.53488372,1.646153846,2.5,Phr,AUS,dream
e395b88fa92844cdae8c86a1c7c984cd,3rd,90.578125,556,9.266666667,3.142056075,3.067381214,1.798561151,0.333333333,16.34375,1.813953488,3.095238095,Phr,UK,workplace
e395b88fa92844cdae8c86a1c7c984cd,2nd,88.69296943,586,7.710526316,3.255357143,3.052677969,2.559726962,0.222972973,13.09333333,1.540540541,2.384615385,Phr,UK,stereotype
e395b88fa92844cdae8c86a1c7c984cd,1st,77.1866014,580,6.304347826,2.757855823,3.02936692,1.206896552,0.163265306,9.126436782,1.510204082,1.128205128,Phr,UK,dream
19d704de9e3b4b23bc5ed2f4ba9676f3,1st,65.82609663,616,7.247058824,2.907826087,2.997289065,0.811688312,0.216049383,9.61971831,1.611111111,1.097560976,Phr,AUS,technology
19d704de9e3b4b23bc5ed2f4ba9676f3,2nd,47.84546143,674,7.573033708,3.150078989,2.907368667,0.148367953,0.111111111,9.452054795,1.339869281,1.097560976,Phr,AUS,dream
19d704de9e3b4b23bc5ed2f4ba9676f3,3rd,44.46990922,626,7.452380952,3.084317032,3.039214432,1.916932907,0.153374233,8.541176471,1.515337423,1.636363636,Phr,AUS,workplace
997d7a901e2b42db9967ccf82e750dc9,2nd,133.75,595,8.263888889,3.201048951,2.965802308,1.848739496,0.13836478,11.98823529,1.452830189,2.347826087,Phr,CAN,stereotype
997d7a901e2b42db9967ccf82e750dc9,3rd,101.7660871,596,7.544303797,3.254385965,3.048047748,1.174496644,0.182481752,13.31944444,1.525547445,1.884615385,Phr,CAN,disagreement
997d7a901e2b42db9967ccf82e750dc9,1st,63.96466536,732,7.32,3.156295224,3.033856754,0.956284153,0.186528497,10.5,1.497409326,1.414634146,Phr,CAN,dream
2fcda9698eae4d44ada7211c7403f8b2,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,UK,NA
2fcda9698eae4d44ada7211c7403f8b2,1st,98.54722793,553,7.575342466,3.423440454,3.072669333,1.265822785,0.268656716,13.02857143,1.73880597,2.208333333,Phr,UK,technology
2fcda9698eae4d44ada7211c7403f8b2,2nd,79.43094235,550,8.208955224,3.102996255,3.097304416,3.818181818,0.203007519,16.07246377,1.639097744,3.875,Phr,UK,dream
426b7923b1764a89afa7968afccf7017,2nd,91.04849333,562,8.646153846,3.176252319,2.976053623,2.491103203,0.182926829,11.72368421,1.518292683,2.043478261,Phr,UK,stereotype
426b7923b1764a89afa7968afccf7017,3rd,85.21299229,554,6.756097561,3.041745731,3.142823718,1.444043321,0.285714286,10.84883721,1.6,1.555555556,Phr,UK,disagreement
426b7923b1764a89afa7968afccf7017,1st,76.17236606,553,8.777777778,3.160377358,3.054958432,2.350813743,0.261744966,11.84,1.711409396,2.260869565,Phr,UK,dream
6707de088cbe4894ae8ef0ff22624e2c,2nd,106.241244,550,8.461538462,3.361581921,2.982957153,1.636363636,0.315384615,13.6125,1.738461538,3,Phr,UK,technology
6707de088cbe4894ae8ef0ff22624e2c,1st,75.22292045,613,7.759493671,3.285714286,3.042209047,2.610114192,0.288343558,10.80434783,1.601226994,2.52,Phr,UK,dream
6707de088cbe4894ae8ef0ff22624e2c,3rd,66.8365769,559,7.657534247,3.289179104,3.025264913,1.967799642,0.303703704,11.83561644,1.681481481,2.217391304,Phr,UK,workplace
a1def4c05e4c4f58a3ea5c1eb77eda6b,2nd,148.5431651,588,8.776119403,3.378761062,3.065820643,2.380952381,0.26618705,13.05405405,1.726618705,2.347826087,Phr,AUS,stereotype
a1def4c05e4c4f58a3ea5c1eb77eda6b,3rd,112.6899227,597,8.652173913,3.143598616,3.042769189,2.010050251,0.34,13.66197183,1.893333333,2.894736842,Phr,AUS,disagreement
a1def4c05e4c4f58a3ea5c1eb77eda6b,1st,77.19751238,556,7.616438356,3.078651685,3.120746452,0.179856115,0.246376812,13.40963855,1.666666667,2.045454545,Phr,AUS,technology
0a38de5f291d4b1a9f67daca256596bb,3rd,107.2008909,567,7.985915493,3.336380256,3.156060402,1.410934744,0.238461538,13.47435897,1.646153846,2.65,Phr,CAN,disagreement
0a38de5f291d4b1a9f67daca256596bb,1st,89.09494069,542,8.212121212,3.769811321,3.069005694,1.10701107,0.2,16.90163934,1.531034483,4.666666667,Phr,CAN,technology
0a38de5f291d4b1a9f67daca256596bb,2nd,80.24478764,548,8.058823529,3.559701493,3.047295075,2.372262774,0.267175573,19.77777778,1.625954198,4.333333333,Phr,CAN,stereotype
651ada10f05d415db7779c950945c959,3rd,92.05496025,566,6.738095238,3.133944954,3.097089624,1.590106007,0.271428571,12.13043478,1.721428571,2.80952381,Phr,NZ,workplace
651ada10f05d415db7779c950945c959,1st,68.405155,845,7.971698113,3.23375,2.989673517,1.656804734,0.212669683,10.1047619,1.588235294,1.644444444,Phr,NZ,stereotype
651ada10f05d415db7779c950945c959,2nd,59.17020927,583,6.550561798,2.900722022,3.012189011,1.715265866,0.105263158,10.39759036,1.5,1.413793103,Phr,NZ,dream
4bfa462cd9784600a6068cc59318077c,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,US,NA
4bfa462cd9784600a6068cc59318077c,1st,90.27987267,672,7.384615385,3.045958796,2.977333728,1.19047619,0.214723926,10.09411765,1.619631902,1.609756098,Phr,US,technology
4bfa462cd9784600a6068cc59318077c,2nd,70.47159879,621,6.336734694,2.998287671,3.040126954,1.771336554,0.15483871,9.216494845,1.464516129,1.108108108,Phr,US,dream
4bcb5aa7afa84c9181c93f8e6a3c693a,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,CAN,NA
4bcb5aa7afa84c9181c93f8e6a3c693a,2nd,118.781344,695,7.722222222,3.025641026,3.072772742,0.431654676,0.12849162,12.10909091,1.508379888,2,Phr,CAN,technology
4bcb5aa7afa84c9181c93f8e6a3c693a,1st,53.42901862,585,5.85,3.055258467,2.993121042,1.538461538,0.195402299,12.62365591,1.408045977,2,Phr,CAN,dream
3cda908ededb4defaa36fb2747d4b891,1st,128.3730333,718,6.903846154,2.835798817,3.020788416,1.253481894,0.207446809,10.5,1.510638298,1.404761905,Phr,NZ,technology
3cda908ededb4defaa36fb2747d4b891,2nd,116.7308029,596,8.277777778,3.029876977,3.045258365,1.510067114,0.113333333,10.475,1.413333333,1.62962963,Phr,NZ,stereotype
3cda908ededb4defaa36fb2747d4b891,3rd,110.2937448,627,7.464285714,2.767402377,2.9863527,1.275917065,0.157232704,10.2625,1.408805031,1.526315789,Phr,NZ,disagreement
60bd2a393f8b4b18ba94ff47d6d04da0,2nd,104.0777778,630,8.076923077,2.892491468,3.008705555,0.952380952,0.243902439,9.558823529,1.682926829,1.25,Phr,CAN,dream
60bd2a393f8b4b18ba94ff47d6d04da0,1st,89.82982983,654,8.074074074,3.066666667,2.961506968,1.834862385,0.215116279,11,1.703488372,1.282051282,Phr,CAN,stereotype
60bd2a393f8b4b18ba94ff47d6d04da0,3rd,88.14593108,761,7.112149533,2.803698435,2.947924764,2.102496715,0.278947368,8.647058824,1.878947368,1.051724138,Phr,CAN,disagreement
e4b8adcdb74c4bd4a3b04cb5878163e9,2nd,92.65677294,586,7.710526316,3.457446809,2.928008885,2.559726962,0.289855072,14.34210526,1.811594203,3.045454545,Phr,CAN,dream
e4b8adcdb74c4bd4a3b04cb5878163e9,3rd,89.43983153,619,10.67241379,3.285714286,2.940212978,2.261712439,0.335483871,13.46153846,1.84516129,2.875,Phr,CAN,disagreement
e4b8adcdb74c4bd4a3b04cb5878163e9,1st,64.91486125,596,7.74025974,3.269702277,3.009098912,0.838926174,0.231788079,12.36144578,1.59602649,2.44,Phr,CAN,technology
30ec5ded7cef4df9babf19e13e07daad,2nd,99.07822981,623,10.74137931,3.471666667,3.085394853,1.926163724,0.333333333,13.75925926,1.7,3.043478261,Phr,CAN,technology
30ec5ded7cef4df9babf19e13e07daad,3rd,86.17677869,602,10.56140351,3.276157804,3.021045142,3.156146179,0.24,12.87012987,1.746666667,3.578947368,Phr,CAN,workplace
30ec5ded7cef4df9babf19e13e07daad,1st,53.56022293,570,7.808219178,3.591911765,2.981817158,1.754385965,0.136363636,11.88,1.493506494,1.961538462,Phr,CAN,dream
0b4cb9ef4f644dd19bf2cb3f26ef6ce9,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,AUS,NA
0b4cb9ef4f644dd19bf2cb3f26ef6ce9,2nd,69.47651242,590,8.428571429,2.795332136,3.032714159,1.186440678,0.226027397,10.74647887,1.623287671,1.454545455,Phr,AUS,dream
0b4cb9ef4f644dd19bf2cb3f26ef6ce9,1st,62.60975006,560,7.368421053,3.047794118,3.098490057,0.535714286,0.174496644,13.05263158,1.416107383,3.1875,Phr,AUS,stereotype
1b219f582cf54590bbb8c983c159c3ac,3rd,74.87217509,616,7.333333333,2.897785349,3.149126461,2.922077922,0.262820513,12.98809524,1.58974359,1.551724138,Phr,AUS,disagreement
1b219f582cf54590bbb8c983c159c3ac,1st,74.7792604,578,7.225,3.467857143,2.998957195,1.211072664,0.12962963,13.85135135,1.5,3.111111111,Phr,AUS,technology
1b219f582cf54590bbb8c983c159c3ac,2nd,71.13965341,561,6.759036145,3.340148699,3.017956054,1.247771836,0.152317881,10.76190476,1.456953642,2.043478261,Phr,AUS,dream
1889807bef4c4e1bb25a88c2c5a5679b,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,AUS,NA
1889807bef4c4e1bb25a88c2c5a5679b,1st,86.32822589,599,7.881578947,3.117647059,3.053535016,1.83639399,0.191780822,13.07246377,1.520547945,2.619047619,Phr,AUS,dream
1889807bef4c4e1bb25a88c2c5a5679b,2nd,78.62525583,574,8.696969697,3.251811594,3.049790078,1.916376307,0.121621622,14.83544304,1.445945946,2.363636364,Phr,AUS,stereotype
86d14dc558db43f7893be8f97e468e05,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,AUS,NA
86d14dc558db43f7893be8f97e468e05,2nd,107.2870915,558,6.642857143,2.968283582,3.019401887,2.867383513,0.105590062,13.01234568,1.366459627,2.227272727,Phr,AUS,stereotype
86d14dc558db43f7893be8f97e468e05,1st,77.27249454,563,6.865853659,3,3.079944815,0.710479574,0.274647887,11.64473684,1.612676056,1.730769231,Phr,AUS,dream
4ac5cb0322104d2cbc54a46c04b7aa48,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,NZ,NA
4ac5cb0322104d2cbc54a46c04b7aa48,2nd,91.41917967,557,6.792682927,3.219963031,3.055525861,1.615798923,0.136054422,14.86021505,1.401360544,3.5,Phr,NZ,dream
4ac5cb0322104d2cbc54a46c04b7aa48,1st,87.27162297,532,6.734177215,3.189453125,3.021499068,0.939849624,0.214285714,14.87179487,1.6,3.2,Phr,NZ,stereotype
4f0d02c01e0642b7ba26c6e682abad1c,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,NZ,NA
4f0d02c01e0642b7ba26c6e682abad1c,2nd,135.255172,574,7.454545455,3.101449275,3.022733306,1.219512195,0.220588235,13.29487179,1.514705882,1.590909091,Phr,NZ,technology
4f0d02c01e0642b7ba26c6e682abad1c,1st,81.64044944,579,7.148148148,3.304659498,3.124737656,2.590673575,0.217687075,12.26582278,1.632653061,2.285714286,Phr,NZ,stereotype
3963ea0bc5bd44c5a4da3aae275c5496,2nd,112.8400573,713,7.350515464,3.450146628,3.087307,1.122019635,0.182857143,11.23684211,1.48,1.870967742,Phr,CAN,technology
3963ea0bc5bd44c5a4da3aae275c5496,1st,79.01889638,596,7.011764706,3.235500879,3.048268978,1.845637584,0.25,12.04651163,1.652777778,1.62962963,Phr,CAN,dream
3963ea0bc5bd44c5a4da3aae275c5496,3rd,62.55099424,676,6.09009009,3.310664606,3.077689803,0.73964497,0.077844311,11.6372549,1.383233533,1.586206897,Phr,CAN,disagreement
4dcf63de9432480ba9d002c285ad24a3,1st,96.86916767,582,10.03448276,3.803886926,3.046708561,1.030927835,0.317460317,15.68852459,1.793650794,3.375,Phr,NZ,dream
4dcf63de9432480ba9d002c285ad24a3,2nd,95.48473779,563,8.661538462,3.371323529,3.077233995,1.420959147,0.287769784,13.77333333,1.748201439,2.631578947,Phr,NZ,stereotype
4dcf63de9432480ba9d002c285ad24a3,3rd,79.23998004,650,7.303370787,3.5376,3.079541798,1.538461538,0.241610738,13.11764706,1.751677852,1.92,Phr,NZ,workplace
e8d9b7aebe3d40e5a8eaa44722147f0a,3rd,88.06747045,589,7.011904762,3.214159292,3.000380562,1.867572156,0.185430464,12.59183673,1.642384106,2.541666667,Phr,CAN,workplace
e8d9b7aebe3d40e5a8eaa44722147f0a,2nd,77.22180049,579,7.2375,3.060885609,2.984391464,1.208981002,0.142857143,10.34567901,1.442176871,1.216216216,Phr,CAN,technology
e8d9b7aebe3d40e5a8eaa44722147f0a,1st,70.00376314,563,8.53030303,3.338262477,2.982081155,3.374777975,0.292517007,11.97260274,1.74829932,2.636363636,Phr,CAN,dream
edb426e211b14fb0bb8243a47f737209,3rd,132.2595382,619,8.144736842,2.998296422,3.067881263,2.423263328,0.35,9.657534247,1.7375,1.65625,Phr,UK,disagreement
edb426e211b14fb0bb8243a47f737209,2nd,72.16303976,614,8.186666667,3.47979798,2.960019707,0.814332248,0.14556962,12.93478261,1.493670886,2.9,Phr,UK,technology
edb426e211b14fb0bb8243a47f737209,1st,63.09867157,559,7.873239437,3.042592593,3.01933739,3.756708408,0.144736842,11.16470588,1.5,2.473684211,Phr,UK,dream
09af106d17104bbda069f291569cd101,3rd,87.05197834,668,7.76744186,3.375196232,3.035378258,1.047904192,0.198757764,11.57746479,1.639751553,1.35483871,Phr,NZ,disagreement
09af106d17104bbda069f291569cd101,2nd,86.47387705,793,7.699029126,3.392950392,3.046080963,2.774274905,0.315789474,13.7107438,1.752631579,2.703703704,Phr,NZ,dream
09af106d17104bbda069f291569cd101,1st,79.19080545,735,7.989130435,3.354700855,3.055964737,1.224489796,0.24260355,12.56862745,1.781065089,2.333333333,Phr,NZ,technology
05b45a8e19bc493dab720a17ba8552a4,1st,91.93011822,679,7.895348837,3.052959502,3.01982363,2.06185567,0.183908046,10.5,1.551724138,1.648648649,Phr,AUS,technology
05b45a8e19bc493dab720a17ba8552a4,3rd,85.42592593,725,8.146067416,3.467902996,3.068098328,3.172413793,0.197802198,14.78313253,1.615384615,2.833333333,Phr,AUS,disagreement
05b45a8e19bc493dab720a17ba8552a4,2nd,71.91889754,716,6.884615385,3.421052632,3.031189291,1.117318436,0.175438596,10.39823009,1.49122807,1.8125,Phr,AUS,dream
e1262e96628b43cbbd8fab1beebadaff,2nd,171.1142699,573,7.539473684,3.336330935,3.080974634,2.443280977,0.197080292,15.61363636,1.613138686,3.764705882,Phr,UK,dream
e1262e96628b43cbbd8fab1beebadaff,1st,117.3187181,583,6.625,3.021428571,3.028860448,2.058319039,0.116959064,11.4125,1.356725146,2.086956522,Phr,UK,stereotype
e1262e96628b43cbbd8fab1beebadaff,3rd,99.67590361,541,7.84057971,3.278937381,3.061405939,1.663585952,0.155405405,15.21333333,1.445945946,3.5,Phr,UK,workplace
f433ceddf85f48d48b9c717e8cabd9e6,3rd,102.0772473,562,9.366666667,3.443430657,3.074013181,1.245551601,0.318518519,18.01492537,1.740740741,3.785714286,Phr,UK,disagreement
f433ceddf85f48d48b9c717e8cabd9e6,2nd,87.38689179,586,7.61038961,3.506129597,3.064088453,1.194539249,0.192307692,15.1625,1.553846154,3.2,Phr,UK,dream
f433ceddf85f48d48b9c717e8cabd9e6,1st,85.39566613,625,6.868131868,3.302479339,3.086024258,1.44,0.177631579,14.7029703,1.559210526,3.25,Phr,UK,technology
43cb24ff6e0e43e9936f1c07f063abae,3rd,88.82063598,946,7.629032258,3.338833883,3.042153678,2.00845666,0.161016949,12.63076923,1.516949153,2.135135135,Phr,NZ,disagreement
43cb24ff6e0e43e9936f1c07f063abae,2nd,80.59339282,761,7.61,3.336565097,3.012899091,0.131406045,0.133663366,10.59633028,1.366336634,1.333333333,Phr,NZ,technology
43cb24ff6e0e43e9936f1c07f063abae,1st,73.07637458,670,7.976190476,3.10172144,3.02140214,1.194029851,0.257668712,12.82978723,1.63803681,1.870967742,Phr,NZ,dream
4fa59ad7c54342f1a6453c69530dc767,3rd,85.09392492,606,6.659340659,3.102608696,3.097980092,2.310231023,0.274647887,11.65517241,1.647887324,1.677419355,Phr,UK,workplace
4fa59ad7c54342f1a6453c69530dc767,2nd,59.81428672,601,8.970149254,3.055749129,3.015157677,2.662229617,0.158227848,11.24074074,1.594936709,1.666666667,Phr,UK,dream
4fa59ad7c54342f1a6453c69530dc767,1st,59.73018276,587,7.826666667,3.382867133,3.003348052,0.511073254,0.132183908,20.55263158,1.367816092,4.066666667,Phr,UK,stereotype
26bb932c066e46659f71d866cd9f23ed,2nd,91.28383463,701,8.654320988,3.596153846,3.10798549,1.711840228,0.255952381,13.35714286,1.589285714,2.72,Phr,NZ,technology
26bb932c066e46659f71d866cd9f23ed,1st,76.61164005,627,7.740740741,3.126666667,3.080575041,2.870813397,0.124260355,12.1097561,1.443786982,2.296296296,Phr,NZ,stereotype
26bb932c066e46659f71d866cd9f23ed,3rd,57.61118103,641,6.819148936,3.014729951,3.002855062,1.716068643,0.088050314,10.94623656,1.465408805,1.866666667,Phr,NZ,workplace
a397ac9492a14f8e904f85da5eafd132,3rd,88.37973734,588,6.391304348,3.696808511,2.933769203,1.020408163,0.172661871,12.39285714,1.525179856,1.916666667,Phr,US,workplace
a397ac9492a14f8e904f85da5eafd132,2nd,70.25779892,885,6.755725191,3.251798561,3.006291846,0.225988701,0.153846154,10.31782946,1.423076923,1.294117647,Phr,US,technology
a397ac9492a14f8e904f85da5eafd132,1st,61.41320931,610,5.754716981,3.115716753,2.929851916,0.819672131,0.144,10.93406593,1.4,0.935483871,Phr,US,dream
a2faee8dd92a4dae9f3766fbc036a8b8,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,NZ,NA
a2faee8dd92a4dae9f3766fbc036a8b8,1st,89.85948496,541,7.513888889,3.023210832,3.000898767,1.293900185,0.226027397,11.203125,1.595890411,1.958333333,Phr,NZ,stereotype
a2faee8dd92a4dae9f3766fbc036a8b8,2nd,76.5526913,557,7.426666667,3.164485981,3.142472999,0.718132855,0.179856115,13.13924051,1.532374101,1.5,Phr,NZ,dream
8a5bacfe76b14690aceab1103c5c4708,2nd,98.93094059,623,6.77173913,3.074074074,3.018012387,1.444622793,0.196319018,12.38461538,1.527607362,1.551724138,Phr,NZ,stereotype
8a5bacfe76b14690aceab1103c5c4708,1st,79.74970813,680,6.017699115,2.563812601,2.994077806,1.176470588,0.174418605,8.836538462,1.529069767,0.606557377,Phr,NZ,dream
8a5bacfe76b14690aceab1103c5c4708,3rd,73.58212996,594,6.674157303,2.66848816,3.015582956,1.851851852,0.227272727,9.256410256,1.538961039,0.666666667,Phr,NZ,workplace
1b241b8351814b04808522bfdc399208,2nd,84.553298,553,7.680555556,3.145283019,3.064398463,3.254972875,0.230215827,13.09677419,1.561151079,2,Phr,CAN,stereotype
1b241b8351814b04808522bfdc399208,1st,75.09283136,560,7.887323944,3.319109462,3.027783171,0.357142857,0.274074074,12.5308642,1.622222222,2.476190476,Phr,CAN,technology
1b241b8351814b04808522bfdc399208,3rd,66.45095097,562,8.264705882,3.187732342,3.096286701,1.779359431,0.160583942,12.55714286,1.562043796,2.208333333,Phr,CAN,workplace
d2cb51b8e756459f987116e1ef96e312,1st,96.22133951,596,6.02020202,2.508256881,3.003033381,1.677852349,0.18,8.287356322,1.42,0.549019608,Phr,AUS,stereotype
d2cb51b8e756459f987116e1ef96e312,2nd,84.00929542,589,6.544444444,2.47689464,3.025840032,0.339558574,0.263803681,9.858974359,1.496932515,0.9375,Phr,AUS,technology
d2cb51b8e756459f987116e1ef96e312,3rd,58.59049623,595,5.613207547,2.411439114,2.860875946,0.840336134,0.1,8.656565657,1.43125,0.603773585,Phr,AUS,workplace
213a8c56bd6f43f88660b98891df1dac,3rd,100.9287562,751,8.252747253,3.059805285,3.055226041,1.464713715,0.303370787,11.86138614,1.764044944,1.96875,Phr,CAN,disagreement
213a8c56bd6f43f88660b98891df1dac,2nd,83.37035317,610,6.853932584,2.922680412,3.064902204,2.131147541,0.194630872,12.11392405,1.503355705,1.571428571,Phr,CAN,dream
213a8c56bd6f43f88660b98891df1dac,1st,62.17006074,586,8.02739726,3.035778175,3.004475482,0.853242321,0.182432432,10.97222222,1.547297297,1.814814815,Phr,CAN,technology
3793548b87e745ec9a56f3e8656d8229,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,CAN,NA
3793548b87e745ec9a56f3e8656d8229,2nd,103.4583491,580,7.837837838,2.954044118,3.052689846,1.034482759,0.302158273,9.284090909,1.669064748,1.222222222,Phr,CAN,dream
3793548b87e745ec9a56f3e8656d8229,1st,96.89477788,577,8.242857143,2.822550832,3.003070138,1.559792028,0.25,9.283783784,1.803030303,1.805555556,Phr,CAN,technology
